,bin,time(ms), 1,0,1,
09_,571,1141,0.017139,0.4936,0.23134,
09_,572,1143,0.017139,0.49874,0.23119,
09_,573,1145,0.020567,0.50388,0.23618,
09_,574,1147,0.023994,0.50388,0.23603,
09_,575,1149,0.027422,0.50902,0.24103,
09_,576,1151,0.03085,0.50902,0.24088,
09_,577,1153,0.03085,0.51416,0.24073,
09_,578,1155,0.034278,0.51416,0.24573,
09_,579,1157,0.034278,0.51416,0.24558,
09_,580,1159,0.037705,0.51416,0.24543,
09_,581,1161,0.041133,0.5193,0.24528,
09_,582,1163,0.044561,0.5193,0.24513,
09_,583,1165,0.047989,0.5193,0.24499,
09_,584,1167,0.054844,0.5193,0.24484,
09_,585,1169,0.065127,0.5193,0.24469,
09_,586,1171,0.068555,0.51416,0.24454,
09_,587,1173,0.078838,0.51416,0.24439,
09_,588,1175,0.092549,0.51416,0.24939,
09_,589,1177,0.099405,0.51416,0.24924,
09_,590,1179,0.16967,0.51416,0.24909,
09_,591,1181,0.17996,0.51416,0.25409,
09_,592,1183,0.19024,0.51416,0.25394,
09_,593,1185,0.13711,0.51416,0.25379,
09_,594,1187,0.14054,0.5193,0.25364,
09_,595,1189,0.14397,0.5193,0.25349,
09_,596,1191,0.14397,0.5193,0.25335,
09_,597,1193,0.14739,0.5193,0.2532,
09_,598,1195,0.14739,0.5193,0.25819,
09_,599,1197,0.14397,0.5193,0.25804,
09_,600,1199,0.15082,0.5193,0.2579,
09_,601,1201,0.23137,0.5193,0.25775,
09_,602,1203,0.1611,0.5193,0.2576,
09_,603,1205,0.16453,0.5193,0.25745,
09_,604,1207,0.16796,0.50902,0.2573,
09_,605,1209,0.17482,0.50902,0.25716,
09_,606,1211,0.17824,0.50902,0.25701,
09_,607,1213,0.18167,0.50388,0.25686,
09_,608,1215,0.18853,0.50388,0.25671,
09_,609,1217,0.19195,0.50388,0.26171,
09_,610,1219,0.19881,0.50388,0.26156,
09_,611,1221,0.19881,0.50902,0.26141,
09_,612,1223,0.20567,0.50388,0.26126,
09_,613,1225,0.20909,0.50388,0.26111,
09_,614,1227,0.21252,0.50388,0.26097,
09_,615,1229,0.21938,0.50388,0.26082,
09_,616,1231,0.21938,0.50388,0.26581,
09_,617,1233,0.21938,0.50388,0.26566,
09_,618,1235,0.22623,0.49874,0.26552,
09_,619,1237,0.22966,0.49874,0.26537,
09_,620,1239,0.23309,0.49874,0.26522,
09_,621,1241,0.23309,0.4936,0.26507,
09_,622,1243,0.23994,0.4936,0.26492,
09_,623,1245,0.2468,0.4936,0.26992,
09_,624,1247,0.24337,0.48845,0.26977,
09_,625,1249,0.2468,0.48845,0.26962,
09_,626,1251,0.25023,0.48331,0.26947,
09_,627,1253,0.25365,0.48331,0.27447,
09_,628,1255,0.25365,0.48331,0.27432,
09_,629,1257,0.25365,0.48331,0.27417,
09_,630,1259,0.25365,0.48331,0.26888,
09_,631,1261,0.25365,0.48331,0.26873,
09_,632,1263,0.25708,0.47817,0.26859,
09_,633,1265,0.25365,0.48331,0.26844,
09_,634,1267,0.25365,0.47817,0.26829,
09_,635,1269,0.25708,0.47817,0.26814,
09_,636,1271,0.25708,0.48331,0.27314,
09_,637,1273,0.26051,0.48845,0.27299,
09_,638,1275,0.26394,0.48845,0.27284,
09_,639,1277,0.26394,0.48331,0.27269,
09_,640,1279,0.26051,0.48331,0.27768,
09_,641,1281,0.26736,0.48331,0.27754,
09_,642,1283,0.26736,0.47817,0.28253,
09_,643,1285,0.27079,0.47817,0.28238,
09_,644,1287,0.26736,0.47303,0.28223,
09_,645,1289,0.26736,0.47303,0.28209,
09_,646,1291,0.27079,0.47303,0.28194,
09_,647,1293,0.27422,0.47303,0.28179,
09_,648,1295,0.27422,0.47303,0.28164,
09_,649,1297,0.27422,0.47303,0.28664,
09_,650,1299,0.27079,0.47817,0.28649,
09_,651,1301,0.27422,0.47303,0.28634,
09_,652,1303,0.27079,0.46275,0.29133,
09_,653,1305,0.27079,0.46275,0.29119,
09_,654,1307,0.26736,0.4576,0.29104,
09_,655,1309,0.26394,0.4576,0.29089,
09_,656,1311,0.26394,0.44732,0.29074,
09_,657,1313,0.26051,0.44732,0.29059,
09_,658,1315,0.25708,0.44732,0.29045,
09_,659,1317,0.25365,0.44732,0.2903,
09_,660,1319,0.2468,0.45246,0.29015,
09_,661,1321,0.24337,0.45246,0.29,
09_,662,1323,0.23651,0.45246,0.295,
09_,663,1325,0.23309,0.45246,0.29485,
09_,664,1327,0.22966,0.4576,0.2947,
09_,665,1329,0.22623,0.4576,0.29455,
09_,666,1331,0.2228,0.4576,0.29955,
09_,667,1333,0.21938,0.4576,0.2994,
09_,668,1335,0.21938,0.4576,0.29925,
09_,669,1337,0.21938,0.45246,0.2991,
09_,670,1339,0.21938,0.45246,0.29895,
09_,671,1341,0.2228,0.45246,0.29881,
09_,672,1343,0.32906,0.4576,0.29866,
09_,673,1345,0.32906,0.45246,0.29851,
09_,674,1347,0.32906,0.45246,0.29836,
09_,675,1349,0.21938,0.45246,0.29821,
09_,676,1351,0.21938,0.44732,0.30336,
09_,677,1353,0.2228,0.44218,0.30336,
09_,678,1355,0.2228,0.44218,0.29821,
09_,679,1357,0.2228,0.43704,0.29821,
09_,680,1359,0.22623,0.43704,0.30336,
09_,681,1361,0.22623,0.4319,0.30336,
09_,682,1363,0.22623,0.4319,0.29821,
09_,683,1365,0.22623,0.4319,0.29821,
09_,684,1367,0.2228,0.4319,0.29821,
09_,685,1369,0.21938,0.43704,0.30336,
09_,686,1371,0.21938,0.44218,0.3085,
09_,687,1373,0.21938,0.44218,0.3085,
09_,688,1375,0.21938,0.43704,0.3085,
09_,689,1377,0.21938,0.44218,0.3085,
09_,690,1379,0.21938,0.44218,0.31364,
09_,691,1381,0.21938,0.43704,0.31364,
09_,692,1383,0.2228,0.43704,0.31364,
09_,693,1385,0.2228,0.4319,0.31364,
09_,694,1387,0.2228,0.4319,0.3085,
09_,695,1389,0.22623,0.4319,0.30336,
09_,696,1391,0.22623,0.4319,0.29821,
09_,697,1393,0.2228,0.42675,0.29307,
09_,698,1395,0.2228,0.42675,0.28793,
09_,699,1397,0.2228,0.42161,0.28279,
09_,700,1399,0.2228,0.41647,0.27765,
09_,701,1401,0.2228,0.41133,0.28279,
09_,702,1403,0.21938,0.41133,0.28279,
09_,703,1405,0.21595,0.41133,0.28279,
09_,704,1407,0.21595,0.41133,0.27765,
09_,705,1409,0.21595,0.41647,0.27765,
09_,706,1411,0.21595,0.41647,0.27765,
09_,707,1413,0.21595,0.41647,0.27251,
09_,708,1415,0.21938,0.41647,0.27251,
09_,709,1417,0.2228,0.41647,0.27765,
09_,710,1419,0.2228,0.41133,0.27765,
09_,711,1421,0.2228,0.41133,0.27251,
09_,712,1423,0.22623,0.41133,0.27765,
09_,713,1425,0.22623,0.41133,0.27765,
09_,714,1427,0.22623,0.41133,0.27765,
09_,715,1429,0.22623,0.41647,0.28793,
09_,716,1431,0.22623,0.41133,0.28793,
09_,717,1433,0.22623,0.41133,0.29307,
09_,718,1435,0.22623,0.40619,0.29307,
09_,719,1437,0.22623,0.40619,0.29821,
09_,720,1439,0.22623,0.40105,0.29821,
09_,721,1441,0.2228,0.40105,0.29821,
09_,722,1443,0.22623,0.39591,0.29821,
09_,723,1445,0.22623,0.39591,0.29821,
09_,724,1447,0.22966,0.39591,0.29821,
09_,725,1449,0.22966,0.38562,0.29821,
09_,726,1451,0.22966,0.39076,0.29821,
09_,727,1453,0.22966,0.39076,0.29307,
09_,728,1455,0.22966,0.39076,0.29307,
09_,729,1457,0.22623,0.39076,0.29307,
09_,730,1459,0.22623,0.39591,0.29307,
09_,731,1461,0.22623,0.39591,0.29307,
09_,732,1463,0.22966,0.39591,0.29307,
09_,733,1465,0.22966,0.39591,0.29307,
09_,734,1467,0.23309,0.39591,0.29821,
09_,735,1469,0.23651,0.39591,0.29821,
09_,736,1471,0.24337,0.39076,0.29307,
09_,737,1473,0.23994,0.39591,0.29307,
09_,738,1475,0.24337,0.39591,0.29307,
09_,739,1477,0.23994,0.39591,0.29821,
09_,740,1479,0.23994,0.39591,0.29821,
09_,741,1481,0.23651,0.40105,0.29307,
09_,742,1483,0.23994,0.40105,0.30336,
09_,743,1485,0.23994,0.40105,0.30336,
09_,744,1487,0.23994,0.40008,0.30336,
09_,745,1489,0.23994,0.39912,0.3085,
09_,746,1491,0.24337,0.39301,0.31364,
09_,747,1493,0.24337,0.39205,0.31364,
09_,748,1495,0.24337,0.39108,0.31364,
09_,749,1497,0.24337,0.39012,0.31364,
09_,750,1499,0.24337,0.38916,0.31364,
09_,751,1501,0.2468,0.38819,0.31364,
09_,752,1503,0.2468,0.38209,0.31364,
09_,753,1505,0.25023,0.37598,0.31364,
09_,754,1507,0.25023,0.37502,0.31878,
09_,755,1509,0.25023,0.37405,0.31878,
09_,756,1511,0.25708,0.36795,0.31878,
09_,757,1513,0.25708,0.36698,0.31878,
09_,758,1515,0.25365,0.36602,0.31878,
09_,759,1517,0.25365,0.36556,0.31364,
09_,760,1519,0.25365,0.3651,0.3085,
09_,761,1521,0.25708,0.36464,0.3085,
09_,762,1523,0.25708,0.36418,0.3085,
09_,763,1525,0.25708,0.36372,0.31364,
09_,764,1527,0.25365,0.36326,0.31364,
09_,765,1529,0.25023,0.3628,0.31364,
09_,766,1531,0.2468,0.36234,0.31364,
09_,767,1533,0.24337,0.36188,0.31878,
09_,768,1535,0.23994,0.36142,0.31878,
09_,769,1537,0.23309,0.36096,0.32392,
09_,770,1539,0.23309,0.3605,0.32906,
09_,771,1541,0.23309,0.36004,0.33421,
09_,772,1543,0.22966,0.35958,0.34449,
09_,773,1545,0.22966,0.35912,0.35477,
09_,774,1547,0.22966,0.35866,0.35991,
09_,775,1549,0.22623,0.3582,0.3702,
09_,776,1551,0.22966,0.35774,0.38048,
09_,777,1553,0.22623,0.35728,0.39076,
09_,778,1555,0.2228,0.35682,0.39591,
09_,779,1557,0.2228,0.35636,0.40105,
09_,780,1559,0.21938,0.3559,0.40619,
09_,781,1561,0.21938,0.35544,0.40619,
09_,782,1563,0.21595,0.35498,0.41133,
09_,783,1565,0.21938,0.35452,0.41647,
09_,784,1567,0.21595,0.35406,0.42161,
09_,785,1569,0.21595,0.3536,0.4319,
09_,786,1571,0.21595,0.35314,0.43704,
09_,787,1573,0.21595,0.35268,0.44732,
09_,788,1575,0.21252,0.35222,0.44732,
09_,789,1577,0.21252,0.35176,0.4576,
09_,790,1579,0.21252,0.3513,0.46789,
09_,791,1581,0.21252,0.35084,0.46789,
09_,792,1583,0.21595,0.35038,0.46789,
09_,793,1585,0.21595,0.34992,0.47303,
09_,794,1587,0.21595,0.34946,0.47303,
09_,795,1589,0.21595,0.349,0.47817,
09_,796,1591,0.21595,0.34854,0.47817,
09_,797,1593,0.21595,0.34808,0.47817,
09_,798,1595,0.21595,0.34762,0.48331,
09_,799,1597,0.21595,0.34716,0.48845,
09_,800,1599,0.21595,0.3467,0.4936,
09_,801,1601,0.21252,0.34624,0.50388,
09_,802,1603,0.21595,0.34578,0.50902,
09_,803,1605,0.21252,0.34532,0.51416,
09_,804,1607,0.21252,0.34486,0.52445,
09_,805,1609,0.21252,0.3444,0.53473,
09_,806,1611,0.20567,0.34394,0.54501,
09_,807,1613,0.20224,0.34348,0.5553,
09_,808,1615,0.19881,0.34302,0.56044,
09_,809,1617,0.29307,0.34256,0.57072,
09_,810,1619,0.19195,0.3421,0.57586,
09_,811,1621,0.19195,0.34164,0.57586,
09_,812,1623,0.1851,0.34118,0.57586,
09_,813,1625,0.18167,0.34072,0.57586,
09_,814,1627,0.17549,0.34026,0.57072,
09_,815,1629,0.17273,0.3398,0.57072,
09_,816,1631,0.16997,0.33934,0.57072,
09_,817,1633,0.16378,0.33888,0.57072,
09_,818,1635,0.16103,0.33842,0.57072,
09_,819,1637,0.1617,0.33796,0.57586,
09_,820,1639,0.16237,0.3375,0.57586,
09_,821,1641,0.16304,0.33704,0.581,
09_,822,1643,0.15685,0.33658,0.581,
09_,823,1645,0.15752,0.33612,0.581,
09_,824,1647,0.15819,0.33566,0.58615,
09_,825,1649,0.15543,0.3352,0.58615,
09_,826,1651,0.1561,0.33474,0.58615,
09_,827,1653,0.15677,0.33428,0.59129,
09_,828,1655,0.15744,0.33382,0.59129,
09_,829,1657,0.15811,0.33336,0.59129,
09_,830,1659,0.15878,0.3329,1.1929,
09_,831,1661,0.15945,0.33244,1.2031,
09_,832,1663,0.1567,0.33198,1.2031,
09_,833,1665,0.15737,0.33152,0.59643,
09_,834,1667,0.15804,0.33106,0.59643,
09_,835,1669,0.15871,0.3306,0.59129,
09_,836,1671,0.15595,0.33014,0.59129,
09_,837,1673,0.15662,0.32968,0.59129,
09_,838,1675,0.15729,0.32922,0.58615,
09_,839,1677,0.15796,0.32876,0.58615,
09_,840,1679,0.15863,0.32927,0.581,
09_,841,1681,0.1593,0.32463,0.58615,
09_,842,1683,0.15997,0.31485,0.58615,
09_,843,1685,0.16407,0.31021,0.58615,
09_,844,1687,0.16817,0.30043,0.58615,
09_,845,1689,0.17226,0.29065,0.58615,
09_,846,1691,0.17293,0.28087,0.58615,
09_,847,1693,0.1736,0.27624,0.58615,
09_,848,1695,0.17427,0.27674,0.58615,
09_,849,1697,0.17494,0.2721,0.58615,
09_,850,1699,0.17561,0.27261,0.58615,
09_,851,1701,0.17628,0.27311,0.58615,
09_,852,1703,0.18038,0.26847,0.58615,
09_,853,1705,0.18105,0.26898,0.58615,
09_,854,1707,0.18515,0.26948,0.59129,
09_,855,1709,0.18582,0.26484,0.59129,
09_,856,1711,0.18992,0.26535,0.59643,
09_,857,1713,0.19059,0.26071,0.60157,
09_,858,1715,0.19126,0.25607,1.2134,
09_,859,1717,0.19193,0.25658,0.60671,
09_,860,1719,0.1926,0.25708,0.61185,
09_,861,1721,0.18984,0.25759,0.61185,
09_,862,1723,0.19051,0.25809,0.617,
09_,863,1725,0.19118,0.25859,0.617,
09_,864,1727,0.19185,0.22825,0.617,
09_,865,1729,0.19252,0.1979,0.617,
09_,866,1731,0.19319,0.16756,0.617,
09_,867,1733,0.19386,0.13721,0.617,
09_,868,1735,0.19453,0.10687,0.61185,
09_,869,1737,0.1952,0.071378,0.60671,
09_,870,1739,0.1993,0.041032,0.60157,
09_,871,1741,0.2034,0.036395,1.1929,
09_,872,1743,0.20407,0.031757,1.1826,
09_,873,1745,0.20816,0.032261,0.58615,
09_,874,1747,0.21226,0.027624,1.1826,
09_,875,1749,0.21636,0.028128,1.1826,
09_,876,1751,0.22046,0.02349,1.1826,
09_,877,1753,0.22113,0.018853,1.1826,
09_,878,1755,0.2218,0.014215,0.60157,
09_,879,1757,0.22247,0.014719,0.60157,
09_,880,1759,0.22314,0.010082,0.60671,
09_,881,1761,0.22381,0.0054441,0.617,
09_,882,1763,0.22448,0.00080652,0.62214,
09_,883,1765,0.22515,0.0013107,0.62728,
09_,884,1767,0.22582,0.0018147,0.63756,
09_,885,1769,0.22649,0.0023188,0.6427,
09_,886,1771,0.23059,-0.0023188,0.64784,
09_,887,1773,0.23126,-0.0018147,0.65813,
09_,888,1775,0.23536,-0.0013107,0.65813,
09_,889,1777,0.23603,-0.00080652,0.66327,
09_,890,1779,0.24012,-0.00030252,0.66327,
09_,891,1781,0.24079,0.00020163,0.66841,
09_,892,1783,0.24146,0.00070578,0.66841,
09_,893,1785,0.24213,0.0063514,0.66327,
09_,894,1787,0.2428,0.0068556,0.66327,
09_,895,1789,0.24347,0.0073595,0.66327,
09_,896,1791,0.24414,0.0078637,0.66327,
09_,897,1793,0.24824,0.013509,0.65813,
09_,898,1795,0.24891,0.014013,0.65299,
09_,899,1797,0.25301,0.014517,0.65299,
09_,900,1799,0.25711,0.015022,0.64784,
09_,901,1801,0.26463,0.015526,0.65299,
09_,902,1803,0.4031,0.01603,0.64784,
09_,903,1805,0.27626,0.016534,0.64784,
09_,904,1807,0.28035,0.017038,0.64784,
09_,905,1809,0.28102,0.022684,0.64784,
09_,906,1811,0.28512,0.023188,0.64784,
09_,907,1813,0.43345,0.028833,0.6427,
09_,908,1815,0.43408,0.029337,0.6427,
09_,909,1817,0.43472,0.034983,0.63756,
09_,910,1819,0.29709,0.035487,0.63242,
09_,911,1821,0.30093,0.035991,0.62728,
09_,912,1823,0.30821,0.035991,0.62728,
09_,913,1825,0.31548,0.035991,0.62214,
09_,914,1827,0.31933,0.035991,0.62214,
09_,915,1829,0.32661,0.03085,0.62728,
09_,916,1831,0.32488,0.03085,0.62728,
09_,917,1833,0.32315,0.03085,0.62214,
09_,918,1835,0.32143,0.03085,0.62214,
09_,919,1837,0.3197,0.025708,0.62214,
09_,920,1839,0.31797,0.020567,0.62214,
09_,921,1841,0.31624,0.020567,0.617,
09_,922,1843,0.31452,0.015425,0.617,
09_,923,1845,0.31279,0.010283,0.617,
09_,924,1847,0.31106,0.0051416,0.617,
09_,925,1849,0.30933,-5.5511e-17,0.61185,
09_,926,1851,0.30761,-0.0051416,0.617,
09_,927,1853,0.30588,-0.0051416,0.61185,
09_,928,1855,0.30415,-0.010283,0.61185,
09_,929,1857,0.30243,-0.010283,0.61185,
09_,930,1859,0.3007,-0.010283,0.61185,
09_,931,1861,0.29897,-0.010283,0.60671,
09_,932,1863,0.29724,-0.010283,0.60671,
09_,933,1865,0.29552,-0.010283,0.60671,
09_,934,1867,0.29379,-0.015425,0.60671,
09_,935,1869,0.29206,-0.020567,0.60671,
09_,936,1871,0.29033,-0.025708,0.60671,
09_,937,1873,0.28861,-0.03085,0.60671,
09_,938,1875,0.28688,-0.03085,0.60671,
09_,939,1877,0.28515,-0.03085,0.60671,
09_,940,1879,0.28342,-0.035991,0.60671,
09_,941,1881,0.2817,-0.03085,0.60671,
09_,942,1883,0.27997,-0.035991,0.60157,
09_,943,1885,0.27824,-0.035991,0.60157,
09_,944,1887,0.27651,-0.03085,0.60157,
09_,945,1889,0.27479,-0.03085,0.60157,
09_,946,1891,0.27306,-0.03085,0.60157,
09_,947,1893,0.27066,-0.025708,0.60157,
09_,948,1895,0.26827,-0.020567,0.60157,
09_,949,1897,0.26244,-0.015425,0.60671,
09_,950,1899,0.25661,-0.015425,0.60671,
09_,951,1901,0.25422,-0.015425,0.61185,
09_,952,1903,0.24839,-0.010283,0.61185,
09_,953,1905,0.24257,-0.015425,0.61185,
09_,954,1907,0.23674,-0.015425,0.617,
09_,955,1909,0.23092,-0.025708,0.617,
09_,956,1911,0.22852,-0.03085,0.617,
09_,957,1913,0.22269,-0.035991,0.61185,
09_,958,1915,0.2203,-0.035991,0.61185,
09_,959,1917,0.21447,-0.041133,0.61185,
09_,960,1919,0.21207,-0.041133,0.61185,
09_,961,1921,0.20968,-0.041133,0.617,
09_,962,1923,0.20385,-0.035991,0.61185,
09_,963,1925,0.20145,-0.03085,0.617,
09_,964,1927,0.19906,-0.03085,0.61185,
09_,965,1929,0.19323,-0.025708,0.61185,
09_,966,1931,0.18741,-0.025708,0.617,
09_,967,1933,0.18158,-0.025708,0.61185,
09_,968,1935,0.17576,-0.025708,0.60671,
09_,969,1937,0.17336,-0.025708,0.60157,
09_,970,1939,0.16411,-0.025708,0.60157,
09_,971,1941,0.15828,-0.025708,0.59643,
09_,972,1943,0.15245,-0.025708,0.59643,
09_,973,1945,0.14663,-0.020567,0.59129,
09_,974,1947,0.1408,-0.020567,0.59129,
09_,975,1949,0.13498,-0.020567,0.59129,
09_,976,1951,0.12915,-0.020567,0.59129,
09_,977,1953,0.12333,-0.020567,0.59129,
09_,978,1955,0.12093,-0.020567,0.59129,
09_,979,1957,0.11853,-0.020567,0.59129,
09_,980,1959,0.11271,-0.025708,0.59129,
09_,981,1961,0.10688,-0.020567,0.58615,
09_,982,1963,0.10449,-0.025708,0.58615,
09_,983,1965,0.098661,-0.03085,0.58615,
09_,984,1967,0.096264,-0.03085,0.59129,
09_,985,1969,0.090438,-0.035991,0.60157,
09_,986,1971,0.084613,-0.041133,0.617,
09_,987,1973,0.082216,-0.041133,0.63242,
09_,988,1976,0.076391,-0.041133,0.63666,
09_,989,1978,0.073993,-0.041133,0.63576,
09_,990,1980,0.068168,-0.046275,0.63487,
09_,991,1982,0.062343,-0.051416,0.63397,
09_,992,1984,0.059945,-0.051416,0.63307,
09_,993,1986,0.05412,-0.051416,0.63217,
09_,994,1988,0.051723,-0.051416,0.63127,
09_,995,1990,0.045897,-0.051416,0.63551,
09_,996,1992,0.0435,-0.046275,0.63462,
09_,997,1994,0.041102,-0.046275,0.62858,
09_,998,1996,0.038705,-0.046275,0.62768,
09_,999,1998,0.035027,-0.046275,0.62678,
09_,1000,2000,0.03135,-0.041133,0.62588,
09_,1001,2002,0.027672,-0.046275,0.61984,
09_,1002,2004,0.027422,-0.046275,0.6138,
09_,1003,2006,0.03085,-0.046275,0.6129,
09_,1004,2008,0.037705,-0.041133,0.60686,
09_,1005,2010,0.041133,-0.046275,0.60596,
09_,1006,2012,0.047989,-0.046275,0.60506,
09_,1007,2014,0.054844,-0.046275,0.60417,
09_,1008,2016,0.058272,-0.041133,0.60327,
09_,1009,2018,0.065127,-0.041133,0.60751,
09_,1010,2020,0.068555,-0.041133,0.60661,
09_,1011,2022,0.068555,-0.046275,0.60571,
09_,1012,2024,0.065127,-0.046275,0.60996,
09_,1013,2026,0.068555,-0.041133,
09_,1014,2028,0.065127,-0.046275,
09_,1015,2030,0.065127,-0.041133,
09_,1016,2032,0.0617,-0.046275,
09_,1017,2034,0.0617,-0.046275,
09_,1018,2036,0.058272,-0.046275,
09_,1019,2038,0.0617,-0.051416,
09_,1020,2040,0.0617,-0.051416,
09_,1021,2042,0.058272,-0.051416,
09_,1022,2044,0.0617,-0.051416,
09_,1023,2046,0.0617,-0.056558,
09_,1024,2048,0.065127,-0.056558,
09_,1025,2050,0.065127,-0.056558,
09_,1026,2052,0.068555,-0.0617,
09_,1027,2054,0.075411,-0.0617,
09_,1028,2056,0.078838,-0.066841,
09_,1029,2058,0.082266,-0.0617,
09_,1030,2060,0.089122,-0.0617,
09_,1031,2062,0.092549,-0.0617,
09_,1032,2064,0.095977,-0.0617,
09_,1033,2066,0.092549,-0.0617,
09_,1034,2068,0.092549,-0.0617,
09_,1035,2070,0.095977,-0.066841,
09_,1036,2072,0.095977,-0.066841,
09_,1037,2074,0.095977,-0.071983,
09_,1038,2076,0.092549,-0.066841,
09_,1039,2078,0.092549,-0.0617,
09_,1040,2080,0.089122,-0.056558,
09_,1041,2082,0.089122,-0.051416,
09_,1042,2084,0.085694,-0.041133,
09_,1043,2086,0.085694,-0.041133,
09_,1044,2088,0.075411,-0.03085,
09_,1045,2090,0.068555,-0.03085,
09_,1046,2092,0.0617,-0.03085,
09_,1047,2094,0.054844,-0.035991,
09_,1048,2096,0.047989,-0.035991,
09_,1049,2098,0.041133,-0.035991,
09_,1050,2100,0.037705,-0.03085,
09_,1051,2102,0.034278,-0.025708,
09_,1052,2104,0.037705,-0.020567,
09_,1053,2106,0.041133,-0.015425,
09_,1054,2108,0.041133,-0.0051416,
09_,1055,2110,0.041133,0.010283,
09_,1056,2112,0.044561,0.03085,
09_,1057,2114,0.041133,0.046275,
09_,1058,2116,0.037705,0.056558,
09_,1059,2118,0.037705,0.066013,
09_,1060,2120,0.034278,0.08061,
09_,1061,2122,0.03085,0.090066,
09_,1062,2124,0.027422,0.094379,
09_,1063,2126,0.023994,0.10383,
09_,1064,2128,0.020567,0.11329,
09_,1065,2130,0.017139,0.12275,
09_,1066,2132,0.013711,0.1322,
09_,1067,2134,0.010283,0.13651,
09_,1068,2136,0.0068555,0.14597,
09_,1069,2138,0.0068555,0.15028,
09_,1070,2140,0,0.1546,
09_,1071,2142,-0.0034278,0.15891,
09_,1072,2144,-0.0068555,0.16322,
09_,1073,2146,-0.010283,0.1624,
09_,1074,2148,-0.010283,0.16671,
09_,1075,2150,-0.010283,0.17102,
09_,1076,2152,-0.010283,0.17534,
09_,1077,2154,-0.0068555,0.17965,
09_,1078,2156,-0.0034278,0.18397,
09_,1079,2158,1.8504e-17,0.18314,
09_,1080,2160,1.8504e-17,0.18745,
09_,1081,2162,0.0034278,0.19177,
09_,1082,2164,0.0068555,0.19608,
09_,1083,2166,0.0068555,0.19525,
09_,1084,2168,0.0068555,0.19956,
09_,1085,2170,0.0068555,0.20388,
09_,1086,2172,0.0068555,0.20305,
09_,1087,2174,0.013711,0.20222,
09_,1088,2176,0.013711,0.20654,
09_,1089,2178,0.017139,0.20571,
09_,1090,2180,0.017139,0.20488,
09_,1091,2182,0.027422,0.20919,
09_,1092,2184,0.027422,0.20837,
09_,1093,2186,0.027422,0.21268,
09_,1094,2188,0.027422,0.21185,
09_,1095,2190,0.03085,0.21617,
09_,1096,2192,0.034278,0.21534,
09_,1097,2194,0.034278,0.21965,
09_,1098,2196,0.03085,0.21882,
09_,1099,2198,0.03085,0.44628,
09_,1100,2200,0.034278,0.44462,
09_,1101,2202,0.034278,0.44296,
09_,1102,2204,0.041133,0.44131,
09_,1103,2206,0.041133,0.43965,
09_,1104,2208,0.041133,0.438,
09_,1105,2210,0.037705,0.43634,
09_,1106,2212,0.037705,0.22248,
09_,1107,2214,0.0617,0.22166,
09_,1108,2216,0.056558,0.22083,
09_,1109,2218,0.046275,0.22514,
09_,1110,2220,0.041133,0.22431,
09_,1111,2222,0.025708,0.22863,
09_,1112,2224,0.0051416,0.2278,
09_,1113,2226,-0.015425,0.22697,
09_,1114,2228,-0.025708,0.23129,
09_,1115,2230,-0.041133,0.2356,
09_,1116,2232,-0.034278,0.23477,
09_,1117,2234,-0.041133,0.23394,
09_,1118,2236,-0.047989,0.23312,
09_,1119,2238,-0.047989,0.23743,
09_,1120,2240,-0.044561,0.2366,
09_,1121,2242,-0.044561,0.23577,
09_,1122,2244,-0.041133,0.23495,
09_,1123,2246,-0.037705,0.23412,
09_,1124,2248,-0.037705,0.23329,
09_,1125,2250,-0.037705,0.23246,
09_,1126,2252,-0.034278,0.23163,
09_,1127,2254,-0.037705,0.23081,
09_,1128,2256,-0.034278,0.23512,
09_,1129,2258,-0.037705,0.23429,
09_,1130,2260,-0.037705,0.23346,
09_,1131,2262,-0.034278,0.23264,
09_,1132,2264,-0.034278,0.23695,
09_,1133,2266,-0.034278,0.23612,
09_,1134,2268,-0.03085,0.23529,
09_,1135,2270,-0.027422,0.23447,
09_,1136,2272,-0.027422,0.23878,
09_,1137,2274,-0.023994,0.23795,
09_,1138,2276,-0.023994,0.24227,
09_,1139,2278,-0.020567,0.24144,
09_,1140,2280,-0.035991,0.23547,
09_,1141,2282,-0.03085,0.23464,
09_,1142,2284,-0.03085,0.23381,
09_,1143,2286,-0.03085,0.23299,
09_,1144,2288,-0.025708,0.23216,
09_,1145,2290,-0.025708,0.23133,
09_,1146,2292,-0.025708,0.2305,
09_,1147,2294,-0.020567,0.22967,
09_,1148,2296,-0.020567,0.22885,
09_,1149,2298,-0.020567,0.22802,
09_,1150,2300,-0.020567,0.23233,
09_,1151,2302,-0.015425,0.2315,
09_,1152,2304,-0.015425,0.23068,
09_,1153,2306,-0.010283,0.22471,
09_,1154,2308,-0.010283,0.22388,
09_,1155,2310,-0.0051416,0.21791,
09_,1156,2312,-0.0051416,0.21708,
09_,1157,2314,2.7756e-17,0.21625,
09_,1158,2316,0.0051416,0.21543,
09_,1159,2318,0.010283,0.2146,
09_,1160,2320,0.013711,0.21377,
09_,1161,2322,0.020567,0.21808,
09_,1162,2324,0.023994,0.2224,
09_,1163,2326,0.03085,0.22157,
09_,1164,2328,0.034278,0.22588,
09_,1165,2330,0.037705,0.22506,
09_,1166,2332,0.037705,0.22423,
09_,1167,2334,0.037705,0.2234,
09_,1168,2336,0.037705,0.21743,
09_,1169,2338,0.041133,0.2166,
