** CONVERTED FROM /Users/slab/Documents/GitHub/poker/edfData/22_.EDF using edfapi 4.0 MacOS X Jul  7 2014 on Thu Mar  7 16:51:55 2019
** DATE: Thu Mar  7 19:59:56 2019
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v4.594 Jul  6 2012
** CAMERA: EyeLink CL Version 1.4 Sensor=BJA
** SERIAL NUMBER: CL1-AAC35
** CAMERA_CONFIG: AAC35140.SCD
** Psychopy GC demo
**

MSG	208314 DISPLAY_COORDS = 0 0 1919 1079
MSG	209196 TRIALID
INPUT	216273	127
MSG	216288 TRIALID
MSG	216288 TRIALID
MSG	216291 RECCFG CR 500 2 1 R
MSG	216291 ELCLCFG RTABLER
MSG	216291 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	216291 THRESHOLDS R 41 181
MSG	216291 ELCL_PROC ELLIPSE  (5)
MSG	216291 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
MSG	216292 !MODE RECORD CR 500 2 1 R
START	216293 	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	RIGHT	HTARGET	RATE	 500.00	TRACKING	CR	FILTER	2	INPUT
INPUT	216293	127
216293	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
SSACC R  216295
SBLINK R 216295
218185	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218187	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218189	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218191	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218193	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218195	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218197	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218199	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218201	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218203	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218205	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218207	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218209	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218211	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218213	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218215	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218217	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218219	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218221	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218223	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218225	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218227	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218229	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218231	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218233	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218235	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218237	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218239	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218241	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218243	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218245	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218247	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218249	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218251	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218253	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218255	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218257	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218259	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218261	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218263	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218265	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218267	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218269	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218271	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218273	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218275	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218277	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218279	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218281	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218283	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218285	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218287	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218289	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218291	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218293	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218295	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218297	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218299	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218301	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218303	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218305	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218307	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218309	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218311	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218313	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218315	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218317	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218319	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218321	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218323	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218325	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218327	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218329	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218331	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218333	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218335	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218337	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218339	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218341	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218343	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218345	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218347	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218349	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218351	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218353	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218355	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218357	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218359	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218361	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218363	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218365	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218367	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218369	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218371	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218373	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218375	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218377	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218379	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218381	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218383	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218385	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218387	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218389	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218391	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218393	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218395	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218397	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218399	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218401	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218403	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218405	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218407	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218409	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218411	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218413	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218415	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218417	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218419	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218421	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218423	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218425	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218427	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218429	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218431	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218433	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218435	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218437	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218439	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218441	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218443	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218445	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218447	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218449	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218451	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218453	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218455	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218457	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218459	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218461	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218463	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218465	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218467	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218469	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218471	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218473	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218475	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218477	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218479	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218481	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218483	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218485	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218487	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218489	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218491	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218493	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218495	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218497	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218499	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218501	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218503	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218505	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218507	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218509	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218511	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218513	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218515	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218517	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218519	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218521	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218523	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218525	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218527	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218529	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218531	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218533	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218535	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218537	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218539	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218541	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218543	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218545	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218547	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218549	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218551	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218553	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218555	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218557	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218559	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218561	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218563	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218565	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218567	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218569	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218571	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218573	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218575	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218577	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218579	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218581	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218583	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218585	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218587	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218589	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218591	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218593	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218595	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218597	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218599	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218601	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218603	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218605	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218607	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218609	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218611	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218613	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218615	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218617	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218619	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218621	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218623	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218625	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218627	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218629	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218631	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218633	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218635	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218637	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218639	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218641	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218643	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218645	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218647	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218649	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218651	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218653	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218655	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218657	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218659	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218661	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218663	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218665	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218667	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218669	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218671	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218673	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218675	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218677	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218679	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218681	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218683	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218685	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218687	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218689	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218691	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218693	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218695	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218697	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218699	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218701	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218703	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218705	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218707	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218709	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218711	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218713	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218715	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218717	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218719	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218721	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218723	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218725	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218727	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218729	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218731	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218733	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218735	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218737	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218739	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218741	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218743	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218745	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218747	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218749	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218751	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218753	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218755	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218757	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218759	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218761	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218763	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218765	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218767	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218769	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218771	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218773	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218775	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218777	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218779	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218781	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218783	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218785	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218787	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218789	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218791	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218793	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218795	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218797	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218799	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218801	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218803	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218805	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218807	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218809	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218811	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218813	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218815	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218817	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218819	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218821	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218823	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218825	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218827	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218829	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218831	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218833	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218835	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218837	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218839	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218841	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218843	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218845	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218847	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218849	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218851	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218853	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218855	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218857	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218859	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218861	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218863	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218865	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218867	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218869	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218871	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218873	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218875	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218877	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218879	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218881	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218883	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218885	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218887	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218889	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218891	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218893	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218895	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218897	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218899	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218901	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218903	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218905	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218907	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218909	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218911	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218913	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218915	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218917	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218919	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218921	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218923	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218925	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218927	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218929	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218931	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218933	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218935	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218937	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218939	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218941	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218943	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218945	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218947	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218949	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218951	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218953	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218955	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218957	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218959	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218961	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218963	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218965	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218967	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218969	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218971	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218973	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218975	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218977	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218979	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218981	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
218983	   .	   .	    0.0	  127.0	... 	   .	   .	   . M............
